"PHON" "F1" "F2" "F3" "T1" "T2" "v" "v.1" "v.2"
"oe" 520.161413504443 2054.15305423528 2724.39477546627 0 0 0 0 1
"ee" 589.261286952923 2156.86078454136 3107.42589223882 0 0 0 0 1
"oe" 533.973672404273 1729.10819675536 2742.23424561275 1 0 0 0 1
"ee" 534.517097429995 2248.06181330526 2985.30033887628 0 0 0 0 1
"ee" 542.556279796489 2132.85292219626 2951.38110380601 1 0 0 0 1
"iy" 452.596129814199 2568.20097796746 3173.58447769281 0 0 0 0 1
"iy" 460.676929299127 2528.4734822735 3144.90400922952 0 0 0 0 1
"iy" 502.245759976065 2050.34322377257 3140.54237244114 0 0 0 0 1
"ee" 553.147283095345 2154.66774495325 2967.30464918149 1 0 0 0 1
"oe" 526.698975060441 1617.16567568435 2631.92278434518 0 0 0 0 1
"ee" 452.075582892639 2243.18012978705 3020.13166905832 0 0 0 0 1
"iy" 467.986309063552 2189.48600451409 3145.33188991365 0 0 0 0 1
"ue" 455.952701916642 2086.67163018217 3027.70942758591 0 0 0 0 1
"iy" 452.471459039723 2442.81245821874 3203.27467000018 0 0 0 0 1
"ee" 500.061211965275 2226.41665144411 3124.94497638888 0 0 0 0 1
"ee" 555.314261182796 2457.89503385483 3057.0462630928 0 0 0 0 1
"oe" 515.898171173769 2042.33827713071 2605.93720391053 0 0 0 0 1
"ue" 352.228158046357 2153.54627527968 2937.11062957214 0 0 0 0 1
"ee" 523.671744855533 2274.98826279617 3109.08363725927 1 0 0 0 1
"iy" 505.769228002399 2301.85359881182 2993.02025917107 0 1 0 0 1
"ee" 545.504506622045 2380.67066399053 3174.93347690813 1 0 0 0 1
"iy" 319.263414871856 2113.9153270293 2966.79252277583 0 0 0 0 1
"ee" 529.368319372997 2216.02713304547 3101.54860252566 0 0 0 0 1
"iy" 451.995622302849 2676.15989893714 3330.57924922539 0 0 0 0 1
"iy" 336.889227823915 2116.41439706759 2954.39943338286 0 0 0 0 1
"ee" 443.322187823885 2411.00503683353 3105.72467743965 0 0 0 0 1
"iy" 450.920682229672 2335.71750499513 3098.4975173833 0 0 0 0 1
"ee" 503.820138064341 2241.05754306895 3048.80202307602 1 0 0 0 1
"iy" 402.740536087997 2133.33927462025 2988.47562002073 0 0 0 0 1
"iy" 544.405972144743 2144.73656893676 3034.24508892407 0 0 0 0 1
"ee" 568.56878374093 2096.86727707245 3082.7189437153 0 0 0 0 1
"iy" 382.458997945019 2584.06951279502 3235.31725972015 0 1 0 0 1
"ue" 459.355944814958 2035.00969419184 2750.29866968913 1 0 0 0 1
"ue" 435.998471600266 2005.11142360876 2791.69948172862 0 0 0 0 1
"oe" 587.058467942592 1750.3453103712 2887.71782814605 0 0 0 0 1
"ee" 470.888257128952 2368.23325541672 3036.69441573846 0 0 0 0 1
"iy" 512.068836475507 2110.80718868412 2908.53247240477 0 0 0 0 1
"iy" 413.255263937313 2517.24494230719 3145.4105347895 0 0 0 0 1
"iy" 381.878902204887 2644.24461888995 3166.82737494856 0 0 0 0 1
"iy" 415.937170711745 2230.60980694051 2851.87930052573 0 0 0 0 1
"iy" 412.525997927449 2367.03769548025 3276.53016197603 0 1 0 0 1
"ee" 459.098160301584 2139.96577061517 3021.5123661968 0 0 0 0 1
"iy" 386.167128520543 2398.97541155538 3180.78086034762 0 0 0 0 1
"iy" 417.45320236666 2102.80022326355 3009.14108079316 0 0 0 0 1
"ue" 420.419493890374 2309.66784643728 3208.59871409174 0 0 0 0 1
"iy" 423.232788091369 2592.74450678845 3163.39924250324 1 0 0 0 1
"ee" 512.789186034724 2343.00845553825 3021.29605085986 0 0 0 0 1
"ee" 447.36461727694 2091.8815799846 3044.89905470254 0 0 0 0 1
"iy" 450.576453421115 2569.48668750935 3039.37287098082 0 1 0 0 1
"iy" 403.321763699098 2387.71647261399 3176.91259680006 0 0 0 0 1
"ee" 535.757297549898 2438.20148289357 3243.94250865836 1 0 0 0 1
"iy" 518.8209238835 2446.62120746767 3158.38626635679 0 0 0 0 1
"oe" 518.846076510909 1515.09211789073 2650.61885077661 1 0 0 0 1
"ee" 569.033166569862 1665.64992132778 2907.84435478919 0 0 0 0 1
"iy" 537.392563345101 2623.78025685769 3075.4552891685 0 0 0 0 1
"ee" 555.510133515428 2068.29477045565 2979.60792898917 0 0 0 0 1
"iy" 336.374998476909 2784.84712939305 3447.42645526901 0 0 0 0 1
"ee" 552.394072010788 2335.19142552462 3118.27562937605 0 0 0 0 1
"ue" 270.27154635803 2068.32598548689 3155.94077314237 0 0 0 0 1
"ee" 516.001680079121 2343.61133112334 3106.40671825979 0 0 0 0 1
"iy" 392.265224589962 2225.40178263975 3161.38890672305 0 0 0 0 1
"ee" 504.621225502243 2207.67093409208 3104.67743561989 1 0 0 0 1
"iy" 460.232029858024 2100.70433049438 2963.55793280148 0 1 0 0 1
"ee" 582.467497103401 2322.14028766939 3005.88572713147 0 0 0 0 1
"oe" 510.710859140387 1859.98689756058 2793.98364650532 0 0 0 0 1
"ee" 483.456305458026 2160.06438613836 3132.59014279385 1 0 0 0 1
"ee" 525.689559809691 2317.38303725385 2955.93639733268 0 0 0 0 1
"oe" 515.780906775974 2084.23150291782 2933.79369325458 0 0 0 0 1
"ue" 520.19450750101 1995.77761747757 2887.27553769856 0 0 0 0 1
"iy" 418.226807508067 2477.55810458669 3259.32839702739 0 0 0 0 1
"ee" 508.823010234685 2354.19643404681 3035.35591346175 0 1 0 0 1
"ee" 556.011537746543 2167.60249320691 3043.91519431766 1 0 0 0 1
"ee" 547.670682947262 2316.71318027517 2946.61749202569 0 0 0 0 1
"ee" 535.798743990087 2224.55779112516 3023.50636473079 1 0 0 0 1
"iy" 411.328837730885 2462.8001647763 3173.80540207789 0 0 0 0 1
"oe" 524.594480373526 1807.83428038259 2870.88814999494 0 0 0 0 1
"iy" 430.441252786658 2452.66525872686 3266.77895641077 0 0 0 0 1
"ee" 451.932039648987 2247.49043797008 2966.32718874403 1 0 0 0 1
"iy" 504.122491981415 2184.4980002464 3005.89216576536 0 0 0 0 1
"ue" 401.005652821415 2398.00084417873 2786.26432213752 0 0 0 0 1
"iy" 371.327260788116 2522.71644531238 3364.62076048451 0 0 0 0 1
"ee" 586.358013748662 2117.75131190614 3172.81380236666 0 0 0 0 1
"iy" 452.013915564102 2410.76414884837 3231.35915932118 0 0 0 0 1
"iy" 391.381713035635 2790.04315937878 3048.41342148637 0 0 0 0 1
"iy" 522.031181937133 2204.54423602097 2835.77742261682 0 0 0 0 1
"iy" 493.926299171978 2276.72081187085 3039.52422661069 0 0 0 0 1
"oe" 479.394588945088 1759.89117975434 2650.02753265206 1 0 0 0 1
"ue" 438.633907100771 1885.58838524507 2536.95687229651 0 1 0 0 1
"iy" 417.407479332192 2139.36361147127 3090.53798295691 0 1 0 0 1
"ue" 449.464763744596 2097.10355163637 2737.45381366993 1 0 0 0 1
"oe" 555.641152893405 1900.72604534308 3030.67444675002 0 0 0 0 1
"iy" 543.087860512945 1778.72166097227 2848.91835276322 0 0 0 0 1
"iy" 363.625614504485 2622.1289270055 3581.61120044581 0 0 0 0 1
"ee" 494.785431636105 2166.47604376642 3092.01018972931 0 0 0 0 1
"iy" 407.627550062201 2383.07957344942 2857.22895715376 0 0 0 0 1
"ee" 464.611358442085 2366.2839507493 2863.48872499012 0 1 0 0 1
"oe" 590.861576292537 1510.07488996007 2837.58446498171 0 1 0 0 1
"ee" 539.018123322567 2026.81989242625 3072.9937970546 0 0 0 0 1
"iy" 401.261397510669 2772.06971588667 3251.40733202924 0 0 0 0 1
"iy" 454.451917679463 2050.47427215956 2762.22449927863 0 0 0 0 1
"iy" 370.073597422176 2695.96786033924 3224.08171121602 0 0 0 0 1
"ee" 586.714061401063 2240.16001208554 3220.6949789582 0 0 0 0 1
"ee" 443.002062201346 2392.41925353356 3100.89870018097 0 0 0 0 1
"ee" 428.128730891617 2491.69278542487 3077.90774082138 0 0 0 0 1
"iy" 452.371369355706 2678.00143094896 3266.64987354413 0 0 0 0 1
"oe" 508.708733406799 1717.42905621556 2782.57879948972 0 0 0 0 1
"iy" 454.150376575215 2247.04004823596 2909.47987100186 1 0 0 0 1
"oe" 591.900979546152 1778.01048108742 2751.34205120468 0 1 0 0 1
"ee" 502.813968364102 1994.26245799719 3010.39351549582 0 0 0 0 1
"iy" 474.500800708261 2313.90267397886 2908.62431734737 0 0 0 0 1
"iy" 423.561115192517 2199.36737304434 3020.84022551501 0 0 0 0 1
"iy" 362.933288125308 2481.60720331051 2978.66703778904 0 0 0 0 1
"oe" 522.291347140176 1856.41136563092 2798.82425957534 1 0 0 0 1
"ee" 506.077717087321 2224.0950317577 3022.52265740408 0 0 0 0 1
"ee" 490.912703499391 2103.83814204668 3094.61033478642 0 0 0 0 1
"ee" 568.361886021666 2161.697969864 2676.08979590793 0 0 0 0 1
"ee" 457.323069170891 2414.73698183949 3247.5243454535 0 0 0 0 1
"iy" 465.705617933644 2289.54732565901 3145.85256743648 0 0 0 0 1
"iy" 458.045274063315 2530.2414019604 3100.10603099429 0 0 0 0 1
"iy" 324.309325845478 2528.73267571982 3157.15610803805 0 0 0 0 1
"iy" 389.275307149435 2112.87274724042 2958.28125124675 0 0 0 0 1
"ee" 486.850563271202 2453.1183897571 3162.65490051001 0 0 0 0 1
"ue" 492.559083617989 2003.74468602273 2930.19252247197 0 0 0 0 1
"ee" 496.144841894747 2261.29567342699 3082.33386030557 0 0 0 0 1
"ee" 528.847204897477 2237.12769121384 3131.87372953763 0 0 0 0 1
"ee" 496.687092834314 2188.16822770363 3158.97368465251 1 0 0 0 1
"ee" 528.204285298167 2344.69705260442 3053.78690484153 0 0 0 0 1
"ee" 518.464305480434 2300.20804638862 3154.0306301964 0 0 0 0 1
"iy" 452.566276350094 2194.06164926027 3078.27175623184 0 1 0 0 1
"iy" 422.217401432688 2430.18202465067 3005.48627442747 0 0 0 0 1
"iy" 458.090135039601 2043.67394820847 3029.89270719534 0 1 0 0 1
"iy" 419.449848745404 2227.23456787366 2969.01636171053 0 0 0 0 1
"ee" 550.000901742527 2072.2461728657 3135.77533453539 0 0 0 0 1
"oe" 447.676906643868 1843.54956673721 2769.99901021958 0 1 0 0 1
