"PHON","F1","F2","F3","T1","T2","v","v.1","v.2","v.3","v.4","v.5","v.6","v.7","v.8","v.9","v.10","v.11","v.12","v.13","v.14","v.15","v.16","v.17","v.18"
"iy",365.523723407912,2409.86383810186,2963.46269010452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",515.072082446107,2150.85788888133,3183.96180344881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",635.282542756043,1576.72237938976,2743.16700325304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",420.015529440171,2607.00312672574,3423.43946536956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ue",273.621875219307,2110.07759903036,3201.74041740517,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",394.094282376095,2572.11539834106,3379.04337874829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",544.709310097793,2078.21300209292,2927.29916339869,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",359.376207365707,2200.64315878768,3497.3041771011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",522.942324863927,2370.44607781427,2780.57342593988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",463.492458066215,2146.45981944795,2819.1221485002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",522.161858215122,2309.73105693705,3083.34479347652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",685.988056811416,2135.19501145805,3106.6829280314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ue",311.326548258937,2229.11323550452,2838.16535698449,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",887.506760183172,1688.4034554772,2520.72491499947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ue",337.026894940951,2025.28482388272,3166.93054083153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",332.782146401088,2213.495446447,2835.23867353993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",332.084088797931,2288.60430302571,3352.51669780611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",347.794208873291,2496.95134746984,3201.76549252011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",538.865766189131,2087.40187636254,3156.46791915242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ue",395.690961734441,2276.08258262064,3039.34582123704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ue",498.952383129913,2035.74639536607,3057.75067222058,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",461.970836736892,2001.47771874385,2765.80505236832,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",380.125463492438,2351.44319047942,3106.46748256183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",568.308960068527,2468.41092011488,3104.44834420284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",500.856934622934,2435.17352777419,3199.69561198011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",501.248768117583,2462.35516124072,3127.77241553688,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",392.934284270343,2381.55363534478,2807.0135880113,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",472.535747492621,2319.60355083203,2990.10913760785,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"oe",588.164949910903,1516.06250257441,2890.35672210294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",449.36375297918,2208.78668996696,2959.42923505094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",533.560273011712,1956.92751054156,2703.1625089173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",556.859793447881,2071.85671603422,2906.97044211409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",398.736492220584,2633.53721080895,3113.46088107742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",586.787421527164,1888.71720722817,2697.12545607888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",425.94850738454,2412.3868656208,3071.51848641444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",378.099271587216,2607.24317664314,3468.26085353943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",551.559931587765,2418.70070089176,3086.40336316094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",923.87616862445,1728.66630650165,2829.70688994793,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",512.007558025812,2082.44954236004,2905.905232453,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",336.687099910153,2551.05893617227,3374.95051394884,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",374.069414852996,2041.46294936247,3049.4657007758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",795.83400285289,1710.40233282668,2710.62659172238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",795.742305480054,1644.68235553889,2587.42379438531,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",811.801194230202,1496.4843058876,2505.95128454403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",384.561697449842,2409.2309641814,3158.46055552119,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",255.5416680175,2229.99190803532,2946.69975488548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ue",358.834738687231,1799.62782009612,3166.42735661672,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",363.489264515779,2202.34259316981,2984.10103771552,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",500.623782471313,2338.38883013468,3101.33581718715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",467.493936945635,2169.31647626054,3185.71269801553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",360.267726421422,2301.08176271058,3108.67170903452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",364.865223883073,2578.42666696722,3426.42256336978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",351.253572655694,2550.57626913147,3369.27969981828,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",449.567623646602,2553.90705814447,3370.16438859168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",330.734229518841,2232.65794454546,3288.98927309912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",325.286330773317,2577.87872838125,3158.06724586083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",321.733385495747,2519.08427007233,3333.66422851163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"iy",426.865823804619,2174.85330384589,3043.42159607498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee",538.207101894021,2439.88854294356,2925.93756833136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",319.242169705966,2716.60457049388,2976.59057215548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",539.98889687043,2522.61097788109,3077.56526505066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",427.720293073611,2337.10077488334,2769.81411964966,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",549.825175275431,2338.81588305402,2885.18899315198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",405.762772302397,2637.51590169532,2847.09051384441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",591.966867380728,2408.0720939721,3012.86928527721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",491.067132838579,2334.44857295999,2828.08175659209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",386.745762590894,2478.55992747476,2540.7952463053,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",404.194629319451,2343.9904060606,2987.82046649736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",358.420287615614,1896.036027083,2967.78788581686,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",477.514500528846,2456.75578731999,2994.02763723659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",493.587278971569,2172.79627966448,2792.80103110043,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",519.01187666532,2205.40974577196,2789.20434587313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",360.187024412289,2271.67945859236,3122.01468536126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",573.500989575558,2408.59982794921,3100.26224628282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",442.753136583286,2556.55757726489,3152.42363216046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",403.8511667625,2322.47293653553,2367.42239987382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",423.330289413576,2410.57903828447,2889.21635534956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",388.441177661966,2652.37954467537,3087.57190547114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",951.081817005682,1540.49077851674,2594.82610329533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",327.121285566492,2522.07941275792,3212.00166957983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",981.10874000589,1519.52949736902,2630.58474175676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",400.93695924648,2515.02584508544,3077.78191993013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",419.874991111377,2052.56377007874,3418.74474956034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",468.311949185868,2251.19878543479,2860.5009677249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",447.197862185662,2267.18464245088,2697.28083619523,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",468.932561349083,2263.8028967047,2654.07367844821,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",594.849800710771,2424.04605335126,3031.26821407192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",347.533897993548,2395.6731652462,2842.53023774877,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",296.448064508611,2302.64333404614,2520.59602190075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",357.04315936823,2002.83736835912,2871.20902781676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",484.736921085228,2228.84909426177,2688.29380575362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",492.83077021595,2055.56041380419,2959.57961808551,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",493.74294829273,2209.77043324099,2779.02488353704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",520.690856785475,2397.54327048116,2786.5379856726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",346.823371118729,2201.06829332607,2921.58527601685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",536.966468809605,2235.95311191338,2885.61837323483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oe",489.458377334804,1657.89726736774,2789.30014779045,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",475.478543503764,1531.50109116598,2718.02011723697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",578.218078260767,2074.91371847213,2899.02131644365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",392.163533181353,2808.19098122438,2998.51809617578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oe",467.155422557009,1823.86003110196,2842.18739668427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",418.216574626037,1880.66442041039,3118.34124846345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",545.620226868577,1937.04016553545,2758.49584408413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",383.466212378699,2014.53631267096,2628.0908891471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",317.495857914242,2388.19187477096,3056.86509235606,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",480.514307751215,2491.76668343822,3085.06742245572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",381.196161625474,2675.61567332837,3191.03230918134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",330.762599179607,1940.48951351598,3059.52604812799,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",370.355635836992,2585.86693137874,2974.55348987299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",477.105761831932,2469.17023683562,2845.22756787178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",430.555800354556,2665.24326312663,2917.12543697148,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",440.513718256736,2531.14192531865,2650.01101616765,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",285.333028273011,1894.79111780944,2755.30753873234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",355.407538457771,1659.0123270356,2666.81784948008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",673.556544993522,2383.59624757654,2465.46274682885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",668.811208241745,1705.55372664448,2737.94491554236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",496.447468920821,2379.45220841096,2768.51187550278,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",461.396681498705,2478.6077805276,2823.434922167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",439.556901294972,2037.66178280217,2863.50618900908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",515.269309439784,2403.41680928261,2887.92037413426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",349.568114757089,1894.90395727074,2961.95496933407,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oe",575.570531418196,1676.71654744567,2882.8145865543,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",480.588849969739,1920.88511774615,3076.54112114008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",552.729959712874,2130.35212528676,2815.64490163989,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",873.070082641501,1604.72888405534,2771.87846441864,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",441.273495831796,2216.5797541201,2669.37388987481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",388.847982402565,2339.43872048334,2824.28067355052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oe",449.961647876452,1530.02347197844,2738.59440665728,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",388.201344292071,1990.62555956318,2968.27435638685,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",796.585404873648,1525.92751776689,2423.8304252344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",403.268958320745,2288.48124059454,3173.25495402642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",486.175852010006,2245.07296035781,2985.14621469436,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",440.164305222292,2429.5841016164,2867.34580689703,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oe",539.466940838752,1650.43622687938,2994.29720838405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",620.196604958963,2241.43790562343,2974.17533723316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",506.95219702292,2258.33543237379,2558.5690460143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",544.090188124883,2264.7708626127,3202.54090368479,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",983.218382306652,1684.66792315835,2507.25306360224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",465.437743299101,2303.02249451138,2725.00892034443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",461.263172151939,2015.39464935235,2592.76442285731,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",479.095403197686,1998.48727694901,2682.19398101008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oe",630.77997884146,1368.71619226256,2663.84086591941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",415.990008209943,2425.16201536747,2990.74324468337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",392.735743168605,2456.01479461418,2884.93772682782,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",539.984630626791,2405.86320736608,2997.75045406623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",318.275539121258,2586.02489257259,3241.19071680957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oe",678.971699973801,1421.69616278647,2861.04542009647,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",616.004179148866,2170.50194514885,2872.99342662725,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",548.653912242816,2262.40697043352,3055.50573552018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",310.260686990371,2523.21464959471,3126.7430912584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",596.406523432947,2213.89796766453,3077.22391069687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",466.5521973747,2388.29665246825,3024.80228237728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",370.285338607967,2132.14320580801,2942.15260256233,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",406.022595465393,2369.65332766259,3073.97622544209,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",983.445907785747,1570.15573630563,2710.5510657537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",563.954853694502,2284.91137920948,2792.84690710684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",392.913864141026,2573.46080810982,3023.93489268877,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",543.012466650803,2405.45461383707,3060.84418155364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oe",572.159806883477,1572.83975496568,2863.23932910212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",487.000130852441,2373.39135957181,2690.71337212249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",527.800691481714,2584.62229903346,2649.1222885667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",395.863337060815,2481.55109706231,2753.52605789747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",485.553962949563,2168.48118936778,2717.78800832069,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",500.417729831557,2185.45649379638,2765.98962593736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",424.205915078745,2551.45513845122,3069.21526515227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",536.709373864049,2286.93073173554,3005.98387555688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",596.665256594746,1898.04727430932,2718.03391665466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",299.435146989335,2179.56468520689,3001.84358442385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",386.466032261555,1842.83927565386,2852.28795989757,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",482.037820860246,2068.05773728356,2751.60054446321,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",489.805061436814,2236.78103468985,2782.89469582984,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",323.063140999732,2037.21178401569,2722.2739149298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",384.669419664676,2551.93585002706,3160.18075599329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oe",548.221561016976,1726.06064924049,2679.40099850673,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",646.849881084435,2478.54251009553,2920.8331191301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",311.965059552302,2748.06362619817,3204.79796542975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",376.94591025943,2052.85792214887,2978.35756117848,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",955.05435328039,1472.92219921218,2508.34000572131,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",381.808856199239,2469.74237130262,3059.85950731261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",441.028434466878,2264.3563579215,2948.61343243779,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",410.037731565355,2076.0134124674,2954.35120033761,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",656.985028493426,2498.21661659337,3096.42676204194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",891.327715822278,1455.86234760303,2784.60766409143,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",996.497888801296,1562.7405116709,2768.73965786135,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",364.995098865505,2237.59915940654,2740.78851507804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",472.404599952357,2432.04246353586,2885.82872824931,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",337.545658136535,2303.34891009013,2742.98777385508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",543.821048213093,2302.38702175112,2869.80013806205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",919.009302284863,1495.44428181879,2496.05856296002,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",404.738044450613,2272.95018658038,2763.78831926001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ue",339.105270270231,2314.57037494541,2765.55070099966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",864.858560209612,1330.55490945458,2931.47436643718,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",316.817530859793,2189.01291271947,3306.20211503108,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",463.662914437149,2241.87050840625,2928.88543731911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",427.711671145417,2395.95654934443,2829.3522099703,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",953.72001372884,1448.04414650341,2643.17808977312,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",393.537857097655,2241.44837632673,2967.78248923195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",570.869989142731,2260.37178496294,3008.41159956858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",395.846168177523,2211.22672806178,2752.57337578481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"iy",536.659935271219,2062.26968919003,2745.50679805961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ee",500.514229887361,2470.83813382482,2924.42382390356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
