"PHON" "F1" "F2" "F3" "T1" "T2" "v" "v.1" "v.2" "v.3" "v.4" "v.5" "v.6" "v.7" "v.8" "v.9" "v.10" "v.11" "v.12" "v.13" "v.14" "v.15" "v.16" "v.17" "v.18" "v.19" "v.20" "v.21" "v.22" "v.23" "v.24" "v.25"
"ee" 390.516381087414 2452.95136969063 2732.01315238416 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 378.914214123551 1863.19040065384 2645.42600646648 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 392.3365178185 2103.01917508229 2928.93572548881 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 435.322224805679 2020.24454995024 2728.85906992282 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 449.634506532231 1886.66069463961 2848.26857378294 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 512.483552944973 1663.90169988132 2975.53765114868 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 402.332383334712 2258.63715420097 2710.32053066071 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 296.617296571795 2338.53317535525 2862.40164422962 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 345.402239701922 2411.86339429044 3136.24856827685 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 505.113778534274 2134.25707806353 2822.15354855582 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 416.613139124822 1968.64884625385 2748.39351251881 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 571.907119403035 2156.76560790138 2872.01666682531 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 544.093297874404 2359.43912115483 2869.34736015879 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 468.703315723989 2141.42603120786 2946.25735881494 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 488.894341862812 2073.05410235947 2867.51594138753 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 525.045873001841 2255.76599297702 2868.78390658087 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 489.589324848277 2052.37362941882 2598.82623157037 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 557.166794050351 1779.28962749664 3311.33479719548 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 433.296721880387 2678.1547478904 3248.01269816656 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 344.602245005509 2636.75609239551 3317.57934321032 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 438.391847539145 1921.76089289079 3165.21385479543 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 376.950022028122 1992.19296804655 2912.09973732884 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 366.233717644624 2038.77991315036 3126.91623836003 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 447.519047772277 1965.61324328552 3281.3194982978 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 420.740119734455 1579.22227776832 2787.26264663592 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 367.984810282545 2061.16732127515 2959.35720049391 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 441.41335111348 2185.33961527809 3242.20754551506 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 343.581401931481 2451.24423180464 3416.31260739815 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 437.443535081108 2101.12620027861 3342.74723299654 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 446.466573852581 2563.96145590948 3287.30025257846 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 390.689460772556 2515.68005979667 2716.66070431122 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 413.803470319526 1655.29492117368 2937.81854633547 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 400.070123419124 2213.49765312736 2832.09114422586 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 440.218000919163 2528.3839421591 2874.37227798972 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 327.410269692013 1903.64758208559 3119.59059891633 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 472.443271995556 2572.5848144581 3090.49743422856 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 309.857447585867 2380.37029643231 3113.65141506462 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 431.554157376598 1567.58162935771 3031.80043870978 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 344.778022166008 2338.04673388121 3013.83638414708 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 577.949236876692 2171.58408636095 2851.32135479036 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 365.693375680689 2177.09185304781 2808.90154556971 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 502.410271470775 1861.47755462396 2869.89892142793 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 483.442883024995 2202.090100539 2901.2330883938 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 545.416020597314 1709.12888120227 2738.89165704463 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 366.135880654831 1769.10742724895 3045.49037249039 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 344.170067527892 2571.34429200724 3044.30766589693 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 459.177229331257 2686.5167818875 3597.33618234608 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 364.348528871284 1928.74483943766 3083.50040130105 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 421.612589845322 2067.98004205375 2991.9523358883 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 447.540444950221 1529.69326612849 3211.4716812592 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 337.199989643775 2682.58604355028 3239.74093475932 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 492.245198258622 2405.03790263145 3099.26432367756 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 401.298911515632 2434.88486258599 3431.28941349227 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 382.176556552527 2114.35054565113 3281.59563670105 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 472.62138143332 2053.26955969143 2919.30394097804 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 258.65013065131 1548.97761724969 3132.82028929095 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 368.455818662754 2241.82889098691 3046.98141555959 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 456.648540143813 1532.42478492534 3057.41764956341 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 341.198772905763 2747.163382467 3251.24443296755 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 494.89786310652 1640.7988404979 3005.33023582244 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 353.020949859683 2408.54172260581 3477.88466801614 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 459.99119477443 2491.69017137849 3329.31885932734 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 425.564793556861 1574.47108110622 2809.20458058515 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 408.392131165326 1505.02621247867 2790.25446866269 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 379.850104402083 2279.2651197635 2986.8167304774 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 427.408775714351 2694.83852332995 2845.68351289771 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 512.789668108142 2097.74587744289 3089.08754718842 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 532.379269181985 1561.73401820703 2979.88781039579 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 492.289681562477 2378.53102897486 3310.46868367994 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 480.131969948481 2451.14753476448 3271.92320652831 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 398.336903905262 1760.27135799976 3201.55533779139 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 462.401380090099 2760.22120438213 3574.28530361872 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 463.724075020171 2148.13756304441 2687.22890530199 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 497.943315038579 1607.38686651201 3045.9109792817 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 336.402766445556 2220.60392481144 2890.64593558305 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 363.737638145448 2177.14302981686 2937.63947439059 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 396.431148544203 1900.23477423469 3061.14964294977 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 476.966235754053 2247.44545608059 3195.1018056422 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 501.482461565662 2543.2826440599 2628.83420944594 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 347.46584484476 2396.95113151164 2976.82849323684 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 346.689880058637 1671.76940360319 3129.55281771153 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 373.755649232043 2802.48079949296 3287.43493961033 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 462.346433958028 1887.46357056454 3079.76233664412 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 288.645170932747 2488.96446223096 3189.08765429601 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 411.813892886138 2554.56297018349 3483.52076960982 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 396.237004545016 2081.9370455501 2961.49676912004 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 381.819170328308 2411.50061197216 3126.10394305353 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 299.662195794989 2453.98311065638 3328.23857623379 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 338.354263961001 2656.12328382413 3182.85779560466 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 346.239388752219 2528.90038168853 3253.30549487863 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 421.47319616174 1808.91949573995 3347.32084922523 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 380.800562068849 2166.23450031153 3199.18164628223 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 526.401045721274 2504.54896325882 3267.56300161868 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 526.220342401193 2381.35779457234 3245.34331782869 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 487.089110350155 2432.26631711952 3130.81099222267 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 417.897826972719 2082.04142629672 3107.17787948096 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 513.475812674396 2060.65205752641 3075.71984963222 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 352.178643501104 1719.72100772544 3011.67533841404 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 301.668205911561 2443.02849108101 3092.67016221528 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 367.983533003569 2828.46369889129 3235.24274905717 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 527.188924922761 1481.39354530622 2988.25786298491 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 512.280431856639 1901.32236299533 2969.20676035832 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 325.987783413598 2517.08355098622 3507.09728287915 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 503.233198256131 2232.18645532896 3348.03163147688 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 491.183883691664 2053.32760618157 3111.7123123607 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 517.188058014022 2466.42228174407 3204.63332781288 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 490.536423179622 2294.02494070521 3267.49280001401 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 370.808821084315 2445.38050780032 3410.20871190378 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 438.832597589265 2589.54340821522 3329.47990477422 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 389.23465692825 2194.50091865112 2979.36300616655 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 414.542827488065 1723.57118058812 2794.54847985851 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 497.798722343058 1758.75821369991 3056.92729076714 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 516.134238644624 2222.7536063781 3151.42444944359 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 462.363351749576 1603.45045787258 2997.33420556345 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 386.677542623008 2301.86884655979 3234.99255347454 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 402.765463724873 2283.1109091602 3184.02039928131 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 539.02372210413 2256.02993504815 3338.67234714711 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 314.123376671972 2563.20155658312 3489.14411965675 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 353.52798552496 2501.57479476595 3439.12483542129 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 340.756132498075 2377.60204367277 3376.6386289754 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 361.77545421041 2341.62576056997 3243.08645221831 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 448.090847234099 2330.62529071466 3106.20047397626 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 517.271066345007 2122.94527343228 3359.49500283348 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 447.505112608148 1572.2640143056 3071.83909501022 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 556.970911271902 2313.72066360124 3274.64563472647 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 542.604996511028 1349.65020997265 3244.72058930364 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 495.235184529661 1546.95048605899 2876.53808643304 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 482.074844751247 2301.03328155521 3157.88576585626 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 428.551096480123 2600.57286391945 3367.72594818505 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 346.502626948384 2563.99282531777 3114.15080141496 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 523.167249957048 2336.1584427009 3264.63304592097 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 568.549816282902 1783.2898952629 3071.30777082028 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 396.865607111279 2395.42419544861 3257.63287479065 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 509.721951901688 2274.50317119712 3149.32688722564 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 486.175857691274 1507.94111024792 3016.53181686965 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 452.165804629669 1786.04524615779 2938.79380085119 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 494.309737360812 2316.55862064284 3029.54751586868 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 509.12381309244 2110.11434193495 2999.601135547 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 351.996216919827 2304.20067140809 3062.24676228582 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 351.176506269299 2526.63900792799 3552.36516041048 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 313.057098018977 2108.0454649892 3168.35564282486 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 331.660175156321 1948.14593074772 2881.44861185404 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 385.023070856049 2728.00988964605 3278.92411471141 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 402.469088555144 2372.80296317234 3350.25271834924 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 449.735447303946 1539.95757308939 2854.02627864995 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 443.690620140902 2293.5520777537 2993.63531859087 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 485.470168648955 2271.43490635286 3229.70518740016 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 422.840909401582 2479.6753565106 3380.84487483679 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 451.451311065582 2284.66282804317 3166.24537705486 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 552.032720445172 2122.2422860702 3159.60444445268 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 322.121829589653 2358.56453405722 3194.88836687155 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 529.659828567573 1829.29680489227 3035.52440889435 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 517.166135110458 1554.48914585381 3119.88557307166 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 521.064072133 2332.78814640097 3249.31389643703 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 431.136089846988 2662.42256669487 3011.69178877322 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 338.733801309692 2522.5560103211 3500.9499154489 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 466.664665241414 2498.32516142784 3338.93821198468 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 468.092152566469 2226.40043813361 3312.13171143644 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ee" 577.824371847072 2308.76320299409 3375.27616604345 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oe" 598.100016606843 1608.17266527648 3237.86230181238 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 332.695728895289 1782.38412967011 3359.46373840184 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ue" 354.959111656438 1654.35149847397 3036.74401699018 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 376.385390056426 2338.1790863429 3321.77162988292 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iy" 355.997978201136 2744.16375471338 3221.85484313276 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
